PlaceName,Etymology,Derivation,ReferenceTitle
Binstead,'Bean place'.,"bēan Old English - A bean.; stede Old English - A place, a site, a locality; a religious house or foundation; a place of communal activity; a farm, a dairy-farm, an estate.",E. Ekwall; Dictionary of English Place-Names; A.D. Mills; Dictionary of English Place-Names; Watts; Cambridge Dictionary of English Place-names; Mills; The Place-names of the Isle of Wight; Kosterlitz; The Place-names of the Isle of Wight
Birchmore,'Birch-tree moor'.,"birce Old English; mōr Old English - A marsh, barren upland.",Mills; The Place-names of the Isle of Wight; Kosterlitz; The Place-names of the Isle of Wight; A.D. Mills; Dictionary of English Place-Names; E. Ekwall; Dictionary of English Place-Names; Watts; Cambridge Dictionary of English Place-names
Black Pan,'Black fold'.,"blæc Old English - Black, dark-coloured, dark.; penn Old English - A small enclosure, a fold; later an enclosure for animals.",E. Ekwall; Dictionary of English Place-Names; A.D. Mills; Dictionary of English Place-Names; Watts; Cambridge Dictionary of English Place-names; Mills; The Place-names of the Isle of Wight; Kosterlitz; The Place-names of the Isle of Wight
Blacklands,'Black land'.,"blæc Old English - Black, dark-coloured, dark.; land Old English - Land (as part of earth's surface); an estate; possibly also new arable area.  In minor and field names: strip in a field-system.",E. Ekwall; Dictionary of English Place-Names; A.D. Mills; Dictionary of English Place-Names; Watts; Cambridge Dictionary of English Place-names; Mills; The Place-names of the Isle of Wight; Kosterlitz; The Place-names of the Isle of Wight
Bleak Down,'Pale hill' or 'unvegetated hill'.,"blāc Old English - Pale, white, bleak.; dūn Old English - A hill.",Kosterlitz; The Place-names of the Isle of Wight; E. Ekwall; Dictionary of English Place-Names; A.D. Mills; Dictionary of English Place-Names; Watts; Cambridge Dictionary of English Place-names; Mills; The Place-names of the Isle of Wight
Bonchurch,"Uncertain. The second element is 'church' The specific may be an OE personal name either 'Bana', 'Buna' or 'Bona'. If the latter, it might be a shortened form of Lating personal name Bonafatius.",cirice Old English - A church.; Personal name (Uncertain) Unknown - Personal name,Mills; The Place-names of the Isle of Wight; Kosterlitz; The Place-names of the Isle of Wight; A.D. Mills; Dictionary of English Place-Names; E. Ekwall; Dictionary of English Place-Names; Watts; Cambridge Dictionary of English Place-names
Borthwood Farm,"Either, 'board wood' or 'border wood'.","bord Old English - A board, a plank; a table.; borda Old English - Border.; wudu Old English - A wood; or wood, timber.",A.D. Mills; Dictionary of English Place-Names; Kosterlitz; The Place-names of the Isle of Wight; E. Ekwall; Dictionary of English Place-Names; Mills; The Place-names of the Isle of Wight; Watts; Cambridge Dictionary of English Place-names
Bouldnor,'Bull shore'.,"bula Old English - A bull.; ōra Old English - A shore, hill-slope; possibly also the foot of a slope.  (Used in place-names only in the parts of southern England where Jutish and West Saxon dialects were operative.)",A.D. Mills; Dictionary of English Place-Names; Kosterlitz; The Place-names of the Isle of Wight; Watts; Cambridge Dictionary of English Place-names; E. Ekwall; Dictionary of English Place-Names; Mills; The Place-names of the Isle of Wight
Bowcombe Hundred,Uncertain. 'Bofa's valley' or 'above the valley'. A Domesday hundred was named after Bowcombe. The hundred was also known as Swainston hundred or the Liberty of Swainston. It has been suggested that tumuli on Barcombe Down 'above the valley' may mark the,"bufan Old English - Above, over.; cumb Old English - A coomb, a valley.  Possibly derived from Welsh ""cumm""; but possibly derived from OE ""cumb"" a vessel, cup, a small measure.; hundred Old English - One hundred; an administrative division of a county.; Personal name (Old English) Old English - Personal name",Watts; Cambridge Dictionary of English Place-names; Anderson (unspecified work); E. Ekwall; Dictionary of English Place-Names; A.D. Mills; Dictionary of English Place-Names; Kosterlitz; The Place-names of the Isle of Wight; Mills; The Place-names of the Isle of Wight
Brading,'Hill-side people'.,"-ingas Old English - The people of . . . ; the people called after . . .; brerd Old English - A rim, an edge, a border; topographically perhaps a hill-side.",Mills; The Place-names of the Isle of Wight; Kosterlitz; The Place-names of the Isle of Wight; A.D. Mills; Dictionary of English Place-Names; E. Ekwall; Dictionary of English Place-Names; Watts; Cambridge Dictionary of English Place-names
Branstone,'Brand's farm/settlement'.,Personal name (Old Norse) Old Norse - Personal name; tūn Old English - An enclosure; a farmstead; a village; an estate.,Kosterlitz; The Place-names of the Isle of Wight; E. Ekwall; Dictionary of English Place-Names; Watts; Cambridge Dictionary of English Place-names; A.D. Mills; Dictionary of English Place-Names; Mills; The Place-names of the Isle of Wight
Briddlesford,"'The bridle ford', perhaps indicating that it was passable only on horseback.",brigdels Old English - A bridle; used in the sense of being fit for a horse to pass.; ford Old English - A ford.,Kosterlitz; The Place-names of the Isle of Wight; Mills; The Place-names of the Isle of Wight; A.D. Mills; Dictionary of English Place-Names; E. Ekwall; Dictionary of English Place-Names; Watts; Cambridge Dictionary of English Place-names
Bridge Farm,'Bridge'.,brycg Old English - A bridge; a causeway.,Kosterlitz; The Place-names of the Isle of Wight; Mills; The Place-names of the Isle of Wight; E. Ekwall; Dictionary of English Place-Names; Watts; Cambridge Dictionary of English Place-names; A.D. Mills; Dictionary of English Place-Names
Brighstone,'Beorhtwig's farm/settlement'.,Personal name (Old English) Old English - Personal name; tūn Old English - An enclosure; a farmstead; a village; an estate.,E. Ekwall; Dictionary of English Place-Names; A.D. Mills; Dictionary of English Place-Names; Watts; Cambridge Dictionary of English Place-names; Mills; The Place-names of the Isle of Wight; Kosterlitz; The Place-names of the Isle of Wight
Brook,'Brook'.,"brōc Old English - A brook, a stream.  (Used of a stream with a muddy bed and a visible sediment load.)",Kosterlitz; The Place-names of the Isle of Wight; Mills; The Place-names of the Isle of Wight; Watts; Cambridge Dictionary of English Place-names; E. Ekwall; Dictionary of English Place-Names; A.D. Mills; Dictionary of English Place-Names
Budbridge,Uncertain. 'Log bridge' or '*Butta's bridge'.,"brycg Old English - A bridge; a causeway.; butt Old English - A tree-stump, a log.; Personal name (Old English) Old English - Personal name",E. Ekwall; Dictionary of English Place-Names; A.D. Mills; Dictionary of English Place-Names; Watts; Cambridge Dictionary of English Place-names; Mills; The Place-names of the Isle of Wight; Kosterlitz; The Place-names of the Isle of Wight
Calbourne,"'Cole stream'. Calbourne was a Domesday hundred which formed part of the larger Bowcombe hundred, before both were subsumed by the creation of the East Medina hundred. The site of the meeting-place is unknown.","burna Old English - A stream.; cawel Old English - Cole, cabbage.; hundred Old English - One hundred; an administrative division of a county.",E. Ekwall; Dictionary of English Place-Names; Anderson (unspecified work); Watts; Cambridge Dictionary of English Place-names; Kosterlitz; The Place-names of the Isle of Wight; Mills; The Place-names of the Isle of Wight; A.D. Mills; Dictionary of English Place-Names
Carisbrooke,"Uncertain. The generic is 'brook'. The specific may be a river-name identical with the River Cary, Somerset. Alternatively it may be 'rock', referring to the outcrop on which the castle was built.","brōc Old English - A brook, a stream.  (Used of a stream with a muddy bed and a visible sediment load.); carr Old English; River-name Unknown - River-name",Mills; The Place-names of the Isle of Wight; Kosterlitz; The Place-names of the Isle of Wight; A.D. Mills; Dictionary of English Place-Names; E. Ekwall; Dictionary of English Place-Names; Watts; Cambridge Dictionary of English Place-names
Chale,'Ravine'.,"ceole Old English - A throat; topographically a channel, a gorge, a ravine.",E. Ekwall; Dictionary of English Place-Names; A.D. Mills; Dictionary of English Place-Names; Watts; Cambridge Dictionary of English Place-names; Mills; The Place-names of the Isle of Wight; Kosterlitz; The Place-names of the Isle of Wight
Chessell,'Chest hill'.,"cest Old English - A chest, a coffin.; hyll Old English - A hill, a natural eminence or elevated piece of ground.",E. Ekwall; Dictionary of English Place-Names; A.D. Mills; Dictionary of English Place-Names; Watts; Cambridge Dictionary of English Place-names; Mills; The Place-names of the Isle of Wight; Kosterlitz; The Place-names of the Isle of Wight
Cheverton,"Probably, 'beetle hill'.","ceafor Old English - A beetle, a chafer.; dūn Old English - A hill.",A.D. Mills; Dictionary of English Place-Names; Kosterlitz; The Place-names of the Isle of Wight; Watts; Cambridge Dictionary of English Place-names; Mills; The Place-names of the Isle of Wight; E. Ekwall; Dictionary of English Place-Names
Cheverton,'Beetle hill'.,"ceafor Old English - A beetle, a chafer.; dūn Old English - A hill.",Mills; The Place-names of the Isle of Wight; Kosterlitz; The Place-names of the Isle of Wight; A.D. Mills; Dictionary of English Place-Names; E. Ekwall; Dictionary of English Place-Names; Watts; Cambridge Dictionary of English Place-names
Chillerton,"Probably, 'ravine enclosed farm/settlement' or perhaps, '*Ceoleard's enclosed farm/settlement'.","ceole Old English - A throat; topographically a channel, a gorge, a ravine.; geard Old English - A fence; an enclosure; a yard; a court-yard.; Personal name (Old English) Old English - Personal name; tūn Old English - An enclosure; a farmstead; a village; an estate.",E. Ekwall; Dictionary of English Place-Names; A.D. Mills; Dictionary of English Place-Names; Watts; Cambridge Dictionary of English Place-names; Mills; The Place-names of the Isle of Wight; Kosterlitz; The Place-names of the Isle of Wight
Chillingwood,"Uncertain. 'Wood at the stream called *Ceoling' or 'wood at the valley called *Ceoling'. Possibly, 'wood at Ceolla's place' or 'wood of Ceolla's people'.","-ing- Old English - Connective particle, linking a first element to a final element.; -ingas Old English - The people of . . . ; the people called after . . .; ceole Old English - A throat; topographically a channel, a gorge, a ravine.; Personal name (Old English) Old English - Personal name; wudu Old English - A wood; or wood, timber.",A.D. Mills; Dictionary of English Place-Names; Kosterlitz; The Place-names of the Isle of Wight; E. Ekwall; Dictionary of English Place-Names; Watts; Cambridge Dictionary of English Place-names
Chilton Farm,Uncertain. 'Ravine farm/settlement or 'Ceola's farm/settlement'.,"ceole Old English - A throat; topographically a channel, a gorge, a ravine.; Personal name (Old English) Old English - Personal name; tūn Old English - An enclosure; a farmstead; a village; an estate.",E. Ekwall; Dictionary of English Place-Names; A.D. Mills; Dictionary of English Place-Names; Watts; Cambridge Dictionary of English Place-names; Mills; The Place-names of the Isle of Wight; Kosterlitz; The Place-names of the Isle of Wight
Clatterford,'Loose-stone ford'.,"clater Old English - Loose stones, a heap of boulders.; ford Old English - A ford.",Kosterlitz; The Place-names of the Isle of Wight; A.D. Mills; Dictionary of English Place-Names; Watts; Cambridge Dictionary of English Place-names; Mills; The Place-names of the Isle of Wight; E. Ekwall; Dictionary of English Place-Names
Combley,'Valley wood/clearing'.,"cumb Old English - A coomb, a valley.  Possibly derived from Welsh ""cumm""; but possibly derived from OE ""cumb"" a vessel, cup, a small measure.; lēah Old English - A forest, wood, glade, clearing; (later) a pasture, meadow.",E. Ekwall; Dictionary of English Place-Names; A.D. Mills; Dictionary of English Place-Names; Watts; Cambridge Dictionary of English Place-names; Mills; The Place-names of the Isle of Wight; Kosterlitz; The Place-names of the Isle of Wight
Compton,'Valley farm/settlement'.,"cumb Old English - A coomb, a valley.  Possibly derived from Welsh ""cumm""; but possibly derived from OE ""cumb"" a vessel, cup, a small measure.; tūn Old English - An enclosure; a farmstead; a village; an estate.",A.D. Mills; Dictionary of English Place-Names; Watts; Cambridge Dictionary of English Place-names; Mills; The Place-names of the Isle of Wight; Kosterlitz; The Place-names of the Isle of Wight
Coombe,'Valley'.,"cumb Old English - A coomb, a valley.  Possibly derived from Welsh ""cumm""; but possibly derived from OE ""cumb"" a vessel, cup, a small measure.",A.D. Mills; Dictionary of English Place-Names; Kosterlitz; The Place-names of the Isle of Wight; Watts; Cambridge Dictionary of English Place-names; E. Ekwall; Dictionary of English Place-Names; Mills; The Place-names of the Isle of Wight
Coppidhall,'Pollarded hill'. The hill itself is flat-topped and the name may imply a hill without a peak.,"copped Middle English - Having a peak or top.; hyll Old English - A hill, a natural eminence or elevated piece of ground.",E. Ekwall; Dictionary of English Place-Names; A.D. Mills; Dictionary of English Place-Names; Watts; Cambridge Dictionary of English Place-names; Mills; The Place-names of the Isle of Wight; Kosterlitz; The Place-names of the Isle of Wight
Cridmore,'Weedy moor'.,"crȳde Old English - Weeds, plants; topographically perhaps something thrusting ot, a headland.; mōr Old English - A marsh, barren upland.",E. Ekwall; Dictionary of English Place-Names; A.D. Mills; Dictionary of English Place-Names; Watts; Cambridge Dictionary of English Place-names; Mills; The Place-names of the Isle of Wight; Kosterlitz; The Place-names of the Isle of Wight
Dolcoppice,"'Land of William Dolecope'. This was later shortened to 'Dolcopp's' and confused with 'copse, coppice'.",Personal name (Uncertain) Unknown - Personal name,Kosterlitz; The Place-names of the Isle of Wight; E. Ekwall; Dictionary of English Place-Names; A.D. Mills; Dictionary of English Place-Names; Watts; Cambridge Dictionary of English Place-names; Mills; The Place-names of the Isle of Wight
Down Court,'Hill'.,"court Middle English - A space enclosed by walls or houses, a yard; a large house, a manor-house; a house where manorial courts were held.; dūn Old English - A hill.",Kosterlitz; The Place-names of the Isle of Wight; Mills; The Place-names of the Isle of Wight; E. Ekwall; Dictionary of English Place-Names; Watts; Cambridge Dictionary of English Place-names; A.D. Mills; Dictionary of English Place-Names
Dukem,'Dew valley'.,"cumb Old English - A coomb, a valley.  Possibly derived from Welsh ""cumm""; but possibly derived from OE ""cumb"" a vessel, cup, a small measure.; dēaw Old English - Dew.",Mills; The Place-names of the Isle of Wight; Kosterlitz; The Place-names of the Isle of Wight; E. Ekwall; Dictionary of English Place-Names; Watts; Cambridge Dictionary of English Place-names; A.D. Mills; Dictionary of English Place-Names
Dungewood,"Uncertain. 'Enclosure of Dunna's people, 'enclosure of the Dunningas (= the down people)' or perhaps, 'Dunna's enclosure.","-ing- Old English - Connective particle, linking a first element to a final element.; -ingas Old English - The people of . . . ; the people called after . . .; dūn Old English - A hill.; Personal name (Old English) Old English - Personal name; worð Old English - An enclosure.",Kosterlitz; The Place-names of the Isle of Wight; E. Ekwall; Dictionary of English Place-Names; Watts; Cambridge Dictionary of English Place-names; A.D. Mills; Dictionary of English Place-Names; Mills; The Place-names of the Isle of Wight
Durton Farm,'Farm/settlement connected with *Drut'.,"-ingtūn Old English - A settlement called after, or connected with . . .; Personal name (Old English) Old English - Personal name",E. Ekwall; Dictionary of English Place-Names; A.D. Mills; Dictionary of English Place-Names; Watts; Cambridge Dictionary of English Place-names; Mills; The Place-names of the Isle of Wight; Kosterlitz; The Place-names of the Isle of Wight
East and West Cowes,'Cows'. The place takes its name from two sandbanks near the mouth of the River Medina thought to resemble cows.,cou Middle English - A cow.,Mills; The Place-names of the Isle of Wight; Kosterlitz; The Place-names of the Isle of Wight; A.D. Mills; Dictionary of English Place-Names; E. Ekwall; Dictionary of English Place-Names; Watts; Cambridge Dictionary of English Place-names
East Medina Hundred,,hundred Old English - One hundred; an administrative division of a county.; River-name Unknown - River-name,Kosterlitz; The Place-names of the Isle of Wight; Anderson (unspecified work)
Elmsworth,"Originally, 'elm hill-slope' later change in spelling to OE worth, 'elm enclosure'.","ōra Old English - A shore, hill-slope; possibly also the foot of a slope.  (Used in place-names only in the parts of southern England where Jutish and West Saxon dialects were operative.); ulm Old English - An elm-tree.; worð Old English - An enclosure.",A.D. Mills; Dictionary of English Place-Names; Watts; Cambridge Dictionary of English Place-names; Mills; The Place-names of the Isle of Wight; Kosterlitz; The Place-names of the Isle of Wight; E. Ekwall; Dictionary of English Place-Names
Fairlee,'Pleasant wood/clearing'.,"fæger Old English - Fair, beautiful, pleasant.; lēah Old English - A forest, wood, glade, clearing; (later) a pasture, meadow.",E. Ekwall; Dictionary of English Place-Names; Watts; Cambridge Dictionary of English Place-names; A.D. Mills; Dictionary of English Place-Names; Mills; The Place-names of the Isle of Wight; Kosterlitz; The Place-names of the Isle of Wight
Farringford,"'Ford of *Fera's people' or, perhaps, 'ford of the Fearningas (= dwellers in the ferny place)'.",-ingas Old English - The people of . . . ; the people called after . . .; fearn Old English - A fern; ferns; a ferny place.; ford Old English - A ford.; Personal name (Old English) Old English - Personal name,E. Ekwall; Dictionary of English Place-Names; A.D. Mills; Dictionary of English Place-Names; Watts; Cambridge Dictionary of English Place-names; Mills; The Place-names of the Isle of Wight; Kosterlitz; The Place-names of the Isle of Wight
Fishbourne,'Fish stream'.,burna Old English - A stream.; fisc Old English - A fish.,A.D. Mills; Dictionary of English Place-Names; Kosterlitz; The Place-names of the Isle of Wight; E. Ekwall; Dictionary of English Place-Names; Mills; The Place-names of the Isle of Wight; Watts; Cambridge Dictionary of English Place-names
French Mill,'French mill'.,Frensche Middle English - French.; myln Old English - A mill.,Kosterlitz; The Place-names of the Isle of Wight; Mills; The Place-names of the Isle of Wight; Watts; Cambridge Dictionary of English Place-names; E. Ekwall; Dictionary of English Place-Names; A.D. Mills; Dictionary of English Place-Names
Freshwater,'Fresh water'. The River Yar is tidal up to the village itself; the name may refer to small tributaries branching from its upper reaches.,"fersc Old English - Fresh.; wæter Old English - Water, a river, a lake.",Kosterlitz; The Place-names of the Isle of Wight; E. Ekwall; Dictionary of English Place-Names; A.D. Mills; Dictionary of English Place-Names; Watts; Cambridge Dictionary of English Place-names; Mills; The Place-names of the Isle of Wight
Fulford,'Dirty ford'.,"ford Old English - A ford.; fūl Old English - Foul, dirty.",A.D. Mills; Dictionary of English Place-Names; Kosterlitz; The Place-names of the Isle of Wight; Watts; Cambridge Dictionary of English Place-names; E. Ekwall; Dictionary of English Place-Names
Gatcombe,'Goat valley'.,"cumb Old English - A coomb, a valley.  Possibly derived from Welsh ""cumm""; but possibly derived from OE ""cumb"" a vessel, cup, a small measure.; gāt Old English - A goat.",Kosterlitz; The Place-names of the Isle of Wight; E. Ekwall; Dictionary of English Place-Names; A.D. Mills; Dictionary of English Place-Names; Mills; The Place-names of the Isle of Wight; Watts; Cambridge Dictionary of English Place-names
Godshill,'God's hill'. There is evidence for it being a place of Christian worship as early as the11th century; it has been suggested that it may also have been a place of pagan worship long before.,"god Old English - A heathen god; the Deity.; hyll Old English - A hill, a natural eminence or elevated piece of ground.",Watts; Cambridge Dictionary of English Place-names; E. Ekwall; Dictionary of English Place-Names; Mills; The Place-names of the Isle of Wight; A.D. Mills; Dictionary of English Place-Names; Kosterlitz; The Place-names of the Isle of Wight
Gotten,'Goda's farm/settlement'.,Personal name (Old English) Old English - Personal name; tūn Old English - An enclosure; a farmstead; a village; an estate.,A.D. Mills; Dictionary of English Place-Names; Kosterlitz; The Place-names of the Isle of Wight; Watts; Cambridge Dictionary of English Place-names; Mills; The Place-names of the Isle of Wight; E. Ekwall; Dictionary of English Place-Names
Great Pan Farm,'Enclosure'.,"penn Old English - A small enclosure, a fold; later an enclosure for animals.",E. Ekwall; Dictionary of English Place-Names; Watts; Cambridge Dictionary of English Place-names; A.D. Mills; Dictionary of English Place-Names; Mills; The Place-names of the Isle of Wight; Kosterlitz; The Place-names of the Isle of Wight
Hale,'Nook of land'.,"halh Old English - A nook of land; a small valley; dry ground in marsh; a piece of land projecting from, or detached from, the main area of its administrative unit.",E. Ekwall; Dictionary of English Place-Names; A.D. Mills; Dictionary of English Place-Names; Watts; Cambridge Dictionary of English Place-names; Mills; The Place-names of the Isle of Wight; Kosterlitz; The Place-names of the Isle of Wight
Hamstead,'Homestead'.,"hām-stede Old English - A homestead, the site of a dwelling.",Kosterlitz; The Place-names of the Isle of Wight; E. Ekwall; Dictionary of English Place-Names; A.D. Mills; Dictionary of English Place-Names; Watts; Cambridge Dictionary of English Place-names; Mills; The Place-names of the Isle of Wight
Hardingshute,'Strip of land where whortleberries grow'.,"-ing- Old English - Connective particle, linking a first element to a final element.; horte Old English - A whortleberry.; scīete Old English",E. Ekwall; Dictionary of English Place-Names; A.D. Mills; Dictionary of English Place-Names; Watts; Cambridge Dictionary of English Place-names; Mills; The Place-names of the Isle of Wight; Kosterlitz; The Place-names of the Isle of Wight
Hardley,"'Hard wood/clearing', probably referring to the nature of the soil.","heard Old English - Hard; hard to till; uncomfortable, cheerless.; lēah Old English - A forest, wood, glade, clearing; (later) a pasture, meadow.",Kosterlitz; The Place-names of the Isle of Wight; E. Ekwall; Dictionary of English Place-Names; A.D. Mills; Dictionary of English Place-Names; Watts; Cambridge Dictionary of English Place-names; Mills; The Place-names of the Isle of Wight
Haven Street,"Uncertain. 'Heathen street' or perhaps, 'Hethen's street', after Robert le Hethene who is related to the place in a13th century document.","Family name Unknown - Family name.; hǣðen Old English - Heathen, non-Christian, pagan.; hǣðig Old English - Heathy, growing with heather.; strēt Old English",E. Ekwall; Dictionary of English Place-Names; A.D. Mills; Dictionary of English Place-Names; Watts; Cambridge Dictionary of English Place-names; Mills; The Place-names of the Isle of Wight; Kosterlitz; The Place-names of the Isle of Wight
